"precinct","town","total.pop","p.white","p.black","p.aian","p.asian","p.nhpi","p.other","p.multi","p.hisp","edupop","lesshs","hs","scol","bach","graddeg","p.colgrad","p.owner","p.renter","p.poverty","medinc","pres.score.g16","gov.score.g18","pres.score.g20"
"Buffalo Ellicott 13","Buffalo Ellicott",964,9.54,76.66,0,7.47,0,0.83,2.59,3.22,740,142,224,281,63,32,12.7,48.73,51.38,22.72,36914,98.13,97.33,97.56
"Buffalo Ellicott 14","Buffalo Ellicott",693,77.63,6.78,0.58,0.58,0,0,1.88,12.7,659,17,103,183,183,175,54.32,28.43,71.57,14.43,59825,80.47,81.16,84.05
"Buffalo Ellicott 15","Buffalo Ellicott",454,68.28,23.35,1.76,1.32,0,0,1.1,4.63,416,26,85,98,97,112,50.24,18.26,81.96,24.45,44797,84.02,87.44,87.5
"Buffalo Ellicott 16","Buffalo Ellicott",410,68.29,23.17,1.71,1.46,0,0,1.22,4.63,376,23,77,88,88,101,50,18.27,81.98,24.39,44797,87.68,83.12,82.96
"Buffalo Ellicott 17","Buffalo Ellicott",797,10.54,73.27,0.13,4.39,0,0.5,2.89,8.66,642,84,196,221,97,46,22.12,47.42,52.58,25.47,42478,92.01,95.11,90.52
"Buffalo Ellicott 18","Buffalo Ellicott",514,14.01,73.35,0.19,0.19,0,0,3.11,9.73,395,81,95,138,45,38,20.76,37.92,62.08,30.35,27953,96.59,96.23,95.27
"Buffalo Ellicott 19","Buffalo Ellicott",746,14.08,73.32,0.13,0.13,0,0.13,2.95,9.79,572,117,138,200,66,54,20.8,37.96,62.17,30.16,29864,96.94,97.4,96.7
"Buffalo Ellicott 20","Buffalo Ellicott",572,13.99,73.43,0,0.17,0,0.17,2.97,9.79,439,90,106,153,50,42,20.73,38.06,62.12,30.24,29368,100,97.93,96.89
"Buffalo Ellicott 21","Buffalo Ellicott",687,10.19,82.53,0.29,0.44,0,0.15,0.73,6.26,591,114,194,222,27,37,10.66,38.04,61.96,42.21,46652,97.89,96.44,93.72
"Buffalo Ellicott 22","Buffalo Ellicott",1100,3.27,82.73,0.09,2.36,0,0.09,0.09,11.73,781,202,316,209,28,29,7.17,56.88,43.21,32.18,29262,96.42,96.28,96.41
"Buffalo Ellicott 23","Buffalo Ellicott",531,7.34,82.86,0.19,1.32,0,0.19,0.38,8.47,426,92,152,144,17,22,9.15,45.68,54.51,38.42,29262,98.62,97.6,97.81
"Buffalo Ellicott 24","Buffalo Ellicott",432,49.77,19.44,0.93,11.11,0,1.16,3.01,15.28,410,55,64,97,123,72,47.56,11.24,88.76,19.91,55892,71.43,77.33,64.46
"Buffalo Ellicott 25","Buffalo Ellicott",712,43.4,29.78,0.7,9.27,0,0.84,2.53,13.62,665,95,121,172,174,106,41.95,16.55,83.45,23.31,42130,86.58,73.68,75.18
"Buffalo Ellicott 26","Buffalo Ellicott",880,8.64,81.59,0.34,0.45,0,0.11,0.57,8.64,749,165,255,261,30,40,9.21,35.38,64.74,44.66,20523,91.5,96.72,95.58
"Buffalo Ellicott 27","Buffalo Ellicott",376,4.26,72.34,0.8,2.66,0,4.52,2.66,13.56,288,82,95,81,19,12,10.76,32.18,67.82,43.35,24542,96.93,97.04,97.48
"Buffalo Ellicott 28","Buffalo Ellicott",612,8.01,70.26,0.16,5.72,0,10.13,5.88,0.49,455,57,106,199,51,43,20.66,48.28,51.89,25.98,24168,99.2,98.77,98.19
"Buffalo Ellicott 29","Buffalo Ellicott",1264,22.07,55.85,0.24,1.98,0,3.96,2.69,13.37,1040,197,337,283,160,65,21.63,21.66,78.42,31.8,34477,94.17,93.92,92.67
"Buffalo Ellicott 30","Buffalo Ellicott",844,3.55,81.28,0.12,0.12,0,7.23,0.12,8.18,624,91,245,193,81,15,15.38,17.91,82.09,34.95,25413,99.04,98.53,98.94
"Buffalo Ellicott 31","Buffalo Ellicott",785,7.9,73.89,0.25,0.13,0,5.35,1.02,11.97,601,121,231,168,67,15,13.64,20.1,80.03,37.58,28226,97.71,97.68,94.71
"Buffalo Ellicott 32","Buffalo Ellicott",438,15.53,61.42,0.23,3.65,0,6.85,5.48,7.53,344,63,97,123,37,25,18.02,40.37,59.86,29.68,28226,97.24,95.28,97.3
"Buffalo Ellicott 33","Buffalo Ellicott",442,40.05,25.34,0,1.58,0,0,0.9,32.35,391,38,128,91,64,72,34.53,30.09,70.14,18.33,45519,55.55,62.89,63.35
"Buffalo Ellicott 34","Buffalo Ellicott",698,27.94,19.05,0,2.44,0,0,2.01,48.85,477,72,182,96,106,23,26.83,13.54,86.46,50,36395,90.72,91.07,76.5
"Buffalo Ellicott 35","Buffalo Ellicott",2970,18.28,20.64,0.03,3.8,0,0,0.98,56.36,2169,456,604,568,383,162,25.08,11.55,88.45,57.51,36511,91.65,93.42,76.83
"Buffalo Ellicott 36","Buffalo Ellicott",945,25.5,20.11,0,1.48,0,0,2.65,50.37,639,90,289,75,162,26,29.26,4.57,95.54,63.92,37336,85.59,84.05,80.97
"Elma 1","Elma",1716,97.96,0.06,0.29,0.93,0.06,0,0.93,0.06,1297,68,260,428,307,236,41.87,85.25,14.75,3.67,98875,31.83,33.83,37.49
"Elma 2","Elma",1049,96.09,0.38,0.1,0.1,0.48,0,1.43,1.72,848,18,266,238,187,142,38.68,87.3,12.8,2.48,108625,30.9,33,36.74
"Elma 3","Elma",1651,96.18,0.36,0.12,0.06,0.42,0,1.39,1.7,1335,28,417,375,294,223,38.65,87.27,12.8,2.48,95149,32.68,32.46,38.38
"Elma 4","Elma",1625,97.97,0.06,0.31,0.92,0.06,0,0.92,0.06,1228,64,246,406,291,224,41.86,85.29,14.71,3.69,106147,30.67,31.96,34.48
"Elma 5","Elma",2257,97.92,0.04,0.31,0.93,0.04,0,0.89,0.04,1705,89,341,563,404,311,41.88,85.26,14.74,3.68,94436,28.11,26.96,36.33
"Elma 6","Elma",1214,96.13,0.33,0.08,0.08,0.41,0,1.4,1.73,982,20,308,276,216,164,38.7,87.29,12.79,2.47,93032,33.6,29.84,35.9
"Elma 7","Elma",1308,96.18,0.38,0.15,0.08,0.46,0,1.45,1.68,1058,22,332,297,233,176,38.66,87.29,12.79,2.45,94036,30.16,31.71,36.54
"Elma 8","Elma",894,96.09,0.34,0.11,0.11,0.45,0,1.45,1.79,723,15,227,203,159,121,38.59,87.33,12.78,2.46,107955,29.91,34.37,33.5
"Evans 1","Evans",2327,93.51,0.56,0,0,0,0,1.93,4.08,2027,182,798,599,283,166,22.15,86.73,13.31,12.12,74747,38.61,41.9,46.3
"Evans 2","Evans",1488,96.1,0.27,0.07,0.07,0,0.07,2.49,1.21,1228,97,467,431,106,128,19.06,81.74,18.32,16.47,72151,26.79,26.64,31.75
"Evans 3","Evans",499,93.59,0.2,0,0,0,0,2,4.61,423,46,153,134,52,40,21.75,87.58,12.42,9.22,60636,39.86,37.64,42.01
"Evans 4","Evans",686,91.69,3.35,0.29,1.6,0,0.29,1.31,1.9,508,44,181,181,68,35,20.28,73.75,26.25,9.62,63832,45.52,48.32,51.93
"Evans 5","Evans",614,94.14,1.14,0,0,0,0,2.12,2.77,544,36,234,156,79,41,22.06,84.36,15.81,16.94,74747,43.86,47.01,47.03
"Evans 6","Evans",1080,94.44,2.31,0.28,2.22,0,0,1.02,0.09,890,68,262,324,150,88,26.74,93.94,6.15,16.11,57994,44.96,44.55,48.02
"Evans 7","Evans",153,96.73,1.31,0.65,0.65,0,0,2.61,0.65,126,9,46,46,12,14,20.63,82.89,17.11,18.3,57994,36.11,43.24,45.1
"Evans 8","Evans",1185,91.65,3.38,0.17,1.6,0,0.25,1.27,1.86,876,76,312,312,117,61,20.21,73.78,26.22,9.62,63832,47.08,46.91,46.02
"Evans 9","Evans",618,94.17,1.13,0,0.16,0,0,2.1,2.59,548,35,236,157,80,42,22.08,84.13,16.03,17.31,95535,39.59,48.17,47.46
"Evans 10","Evans",1221,92.71,0.08,0.08,0.08,0,0,1.8,5.57,1042,122,370,318,141,94,22.46,89.42,10.58,7.04,96149,34.06,34.79,41.45
"Evans 11","Evans",817,91.68,3.43,0.24,1.59,0,0.24,1.35,1.84,604,52,216,216,81,42,20.2,73.85,26.27,9.67,63832,43.71,41.66,45.78
"Evans 12","Evans",708,94.49,2.26,0.28,2.26,0,0,0.99,0.14,584,45,172,212,99,58,26.71,93.89,6.25,16.1,57994,43.79,42.04,43.62
"Evans 13","Evans",744,94.62,2.15,0.27,2.02,0,0.13,1.21,0.13,613,47,185,223,99,61,26.1,92.83,7.31,16.26,62599,39.44,44.09,44.95
"Evans 14","Evans",633,93.21,0.16,0.16,0.16,0,0.16,1.9,5.06,539,61,193,168,69,49,21.89,88.28,11.72,8.21,64360,32.98,37.37,36.73
"Evans 15","Evans",866,95.61,0.23,0.12,0.12,0,0.12,2.42,1.85,718,61,271,248,67,74,19.5,82.79,17.33,15.24,66089,30.22,31.97,32.38
"Evans 16","Evans",703,94.45,1.28,0,0,0,0,2.28,2.13,627,35,278,178,92,46,22.01,83.28,16.86,18.92,74747,70.42,43.53,50.68
"Evans 17","Evans",466,94.42,2.36,0.43,2.15,0,0,1.07,0.21,384,30,113,140,65,38,26.82,93.95,6.26,16.09,57994,36.68,42.5,39.68
"Buffalo Fillmore 0","Buffalo Fillmore",105,44.76,23.81,0.95,3.81,0,0.95,3.81,25.71,96,15,27,23,18,15,33.33,28.28,72.73,21.9,48243,NA,NA,NA
"Buffalo Fillmore 1","Buffalo Fillmore",761,79.63,2.76,0.13,3.15,0,0,4.07,10.78,669,25,65,82,269,232,74.74,41.56,58.44,17.74,59392,86.53,87.05,87.04
"Buffalo Fillmore 2","Buffalo Fillmore",780,79.49,2.69,0.13,3.08,0,0,3.97,10.77,685,25,66,83,275,237,74.74,41.75,58.38,17.69,43686,84.91,80.96,86.29
"Buffalo Fillmore 3","Buffalo Fillmore",1185,61.77,26.33,0.17,0.59,0,0,0.42,10.89,986,4,286,141,384,172,56.39,21.94,78.06,6.24,44181,83.91,82.94,86.43
"Buffalo Fillmore 4","Buffalo Fillmore",498,74.1,10.24,0.2,2.41,0,0.2,3.01,10.84,430,12,67,55,172,127,69.3,35.63,64.37,14.06,54712,82.42,82.44,85.94
"Buffalo Fillmore 5","Buffalo Fillmore",1304,26.84,26.61,0.23,2.53,0,0,1.07,42.87,964,188,274,219,171,114,29.56,19.41,80.59,53.53,36925,87.19,88.32,81.13
"Buffalo Fillmore 6","Buffalo Fillmore",216,29.63,29.63,0.46,2.31,0,0.46,1.39,37.5,157,31,46,33,29,21,31.21,22.06,78.43,54.63,49940,87.5,93.9,82.78
"Buffalo Fillmore 7","Buffalo Fillmore",1622,31.2,28.67,0.37,2.59,0,0.12,1.23,35.94,1211,229,334,254,233,163,32.62,21.14,78.93,52.1,46860,92.62,87,85.46
"Buffalo Fillmore 8","Buffalo Fillmore",386,45.08,22.8,0.26,3.89,0,0.26,3.37,24.61,349,50,97,84,67,53,34.1,28.1,72.18,21.5,43452,74.91,75.41,70.44
"Buffalo Fillmore 9","Buffalo Fillmore",621,1.93,66.67,0.16,19.32,0,0.16,0.32,11.92,502,107,174,154,37,31,13.55,60.03,40.14,30.27,35923,97.47,95.96,95.12
"Buffalo Fillmore 10","Buffalo Fillmore",1557,47.46,22.48,0.32,3.92,0,0.32,6.74,18.88,1448,317,376,357,256,144,27.62,28.58,71.49,25.5,43958,89.17,88.15,83.37
"Buffalo Fillmore 11","Buffalo Fillmore",1958,4.75,63.84,0.36,20.38,0,0,0.82,9.96,1419,292,447,415,194,73,18.82,52.61,47.39,41.06,29562,95.65,94.23,94.26
"Buffalo Fillmore 12","Buffalo Fillmore",9,77.78,11.11,0,11.11,0,0,11.11,11.11,7,1,3,3,2,1,28.57,55.56,44.44,44.44,29079,53.57,57.89,56
"Buffalo Fillmore 13","Buffalo Fillmore",583,63.12,12.35,0,1.03,0,0,9.26,14.41,478,92,158,136,69,25,19.46,47.68,52.32,34.99,35102,52.01,50.42,54.16
"Buffalo Fillmore 14","Buffalo Fillmore",636,71.54,8.49,0.16,0.94,0,0,5.66,13.68,509,111,185,132,59,25,16.31,41.98,58.02,31.6,37395,52.7,58.69,51.89
"Buffalo Fillmore 15","Buffalo Fillmore",986,46.25,24.14,0,0.3,0,0.1,8.72,20.89,908,240,287,228,101,53,16.85,35.67,64.43,28.5,31232,70.24,72.95,76.93
"Buffalo Fillmore 16","Buffalo Fillmore",60,75,8.33,0,1.67,0,0,5,13.33,49,13,19,11,5,3,14.29,33.33,66.67,31.67,30972,68.42,75.55,59.04
"Buffalo Fillmore 17","Buffalo Fillmore",407,74.94,8.35,0,0.74,0,0,3.69,12.78,330,86,125,74,31,17,14.24,33.42,66.83,30.96,32294,56.62,55.1,56.43
"Buffalo Fillmore 18","Buffalo Fillmore",1068,39.7,33.9,0,3.65,0,3.37,4.78,14.79,846,167,275,293,72,40,13.24,46.38,53.62,31.93,33754,76.42,82.05,75.06
"Buffalo Fillmore 19","Buffalo Fillmore",2966,50.94,14.94,0.03,13.82,0,0.03,2.43,17.97,2296,548,752,797,143,58,8.71,46.84,53.16,37.76,34109,58.24,66.36,57.37
"Buffalo Fillmore 20","Buffalo Fillmore",710,21.27,52.54,0.42,6.76,0,7.32,4.23,8.03,542,84,170,208,45,37,14.94,48.87,51.27,30,27247,96.17,97.18,93.46
"Buffalo Fillmore 21","Buffalo Fillmore",624,24.2,27.72,0.48,29.33,0,1.6,2.08,15.06,485,118,131,192,26,19,9.07,49.68,50.32,39.58,28967,88.08,85.06,79.82
"Buffalo Fillmore 22","Buffalo Fillmore",358,24.02,39.11,1.4,12.29,0,5.87,1.68,16.2,292,54,131,85,10,14,7.88,49.44,50.56,34.08,24107,96.43,94.54,90
"Buffalo Fillmore 23","Buffalo Fillmore",282,24.11,39.01,1.42,12.77,0,6.03,1.77,16.31,231,43,103,67,8,11,7.79,49.46,50.9,34.75,20705,93.68,82.36,85.9
"Buffalo Fillmore 24","Buffalo Fillmore",396,22.47,32.32,0.76,24.75,0,3.28,2.02,15.15,313,71,104,112,14,14,8.95,49.49,50.76,38.13,26416,89.12,88.89,85.38
"Buffalo Fillmore 25","Buffalo Fillmore",1678,55.84,13.95,0.42,15.55,0,0,1.07,13.29,1281,279,460,417,101,28,9.99,64.4,35.66,26.22,33997,78.04,79.73,78.57
"Buffalo Fillmore 26","Buffalo Fillmore",504,7.54,36.31,0,53.77,0,0,0.79,1.98,333,112,128,70,15,10,7.51,22.45,77.76,73.21,20260,93.39,96.04,91.31
"Buffalo Fillmore 27","Buffalo Fillmore",1635,30.28,8.56,0,55.47,0,0,4.04,1.77,929,346,387,90,54,55,11.63,44.53,55.53,48.62,28022,83.68,91.61,87.26
"Buffalo Fillmore 28","Buffalo Fillmore",1612,12.47,59.68,0.56,10.24,0,0.06,3.1,14.14,886,239,263,382,4,1,0.56,28.54,71.53,62.66,31111,87.19,81.62,85.33
"Buffalo Fillmore 29","Buffalo Fillmore",706,4.25,81.73,0,2.27,0,0.14,0.42,11.76,502,128,195,137,23,21,8.76,55.4,44.6,31.59,26962,96.35,98.87,94.14
"Buffalo Fillmore 30","Buffalo Fillmore",771,6.49,47.47,0,41.37,0,0.13,0.52,4.41,518,164,201,115,22,16,7.34,30.98,69.02,63.16,20260,97.16,96.35,94.98
"Buffalo Fillmore 31","Buffalo Fillmore",1143,26.16,12.25,0,56.87,0,0.09,3.41,1.49,667,245,272,79,38,35,10.79,39.36,60.72,54.59,24270,95.36,94.91,91.97
"Buffalo Fillmore 32","Buffalo Fillmore",930,13.76,42.69,0.11,15.38,0,0,5.27,23.12,664,131,314,147,47,28,11.14,30.34,69.78,37.42,28511,84.66,83.08,82.02
"Buffalo Fillmore 33","Buffalo Fillmore",696,5.17,61.93,0.43,19.54,0,0,1.01,12.5,474,89,157,136,74,20,19.62,48.22,51.78,45.26,29762,98.57,99.23,96.32
"Buffalo Fillmore 34","Buffalo Fillmore",527,3.04,82.73,0.19,2.47,0,0.19,0.19,11.95,371,97,152,98,13,13,7.01,57.61,42.58,31.88,27579,97.26,96.97,92.81
"Buffalo Fillmore 35","Buffalo Fillmore",728,1.1,59.2,0.14,14.56,0,0.14,0.27,25.14,477,62,222,140,43,12,11.53,44.4,55.74,41.76,30388,97.75,97.37,96.05
"Grand Island 1","Grand Island",1144,88.64,0.35,0.09,3.32,0,0,7.87,0.09,930,22,213,321,257,119,40.43,97.53,2.56,8.13,93978,34.79,33.7,39.65
"Grand Island 2","Grand Island",884,84.95,5.66,0.23,2.71,0,0.11,5.66,1.13,713,26,150,270,152,118,37.73,70.66,29.46,5.09,105690,40.15,40.32,44.6
"Grand Island 3","Grand Island",1847,88.41,1.14,0.05,2.38,0,0.22,0.87,7.15,1486,107,245,491,295,351,43.41,83.44,16.61,1.19,105690,43.13,46.01,50.23
"Grand Island 4","Grand Island",910,88.57,0.22,0.11,3.3,0,0,7.91,0.11,739,18,169,255,205,94,40.46,97.89,2.11,8.13,102828,39.8,36.47,45.43
"Grand Island 5","Grand Island",1663,88.45,1.14,0.06,2.35,0,0.24,0.84,7.16,1339,97,221,442,265,315,43.32,83.42,16.58,1.2,81680,36.37,37.77,44.15
"Grand Island 6","Grand Island",1422,88.4,1.13,0.07,2.39,0,0.21,0.84,7.17,1144,83,189,378,227,270,43.36,83.43,16.64,1.2,105690,37.16,38.55,42.98
"Grand Island 7","Grand Island",499,96.19,0.6,0,0.2,0,0,0.8,2.61,393,11,132,111,71,71,35.88,93.19,7.01,5.21,110200,40.09,44.04,49.08
"Grand Island 8","Grand Island",3492,96.19,0.43,0.03,0.11,0,0,0.77,2.55,2748,71,919,772,497,491,35.95,93.16,6.84,5.21,102828,41.68,42.05,47.48
"Grand Island 9","Grand Island",509,94.11,0.39,0.2,0.98,0,0.2,2.55,2.16,404,11,124,120,83,68,37.13,94.28,5.92,5.89,108178,43.51,44.1,49.04
"Grand Island 10","Grand Island",397,95.97,0.5,0.25,0.25,0,0.25,1.01,2.52,313,9,104,88,57,56,36.1,93.2,7.05,5.29,108178,40.17,41.85,44.39
"Grand Island 11","Grand Island",1091,84.97,5.59,0.18,2.66,0,0.09,5.59,1.19,881,32,185,333,187,145,37.68,70.55,29.45,5.13,105690,45.46,45.51,50
"Grand Island 12","Grand Island",2188,84.92,5.58,0.18,2.65,0,0,5.58,1.14,1765,65,370,666,375,291,37.73,70.6,29.44,5.12,93978,45.58,46.42,47.86
"Grand Island 13","Grand Island",2559,85.74,4.53,0.16,2.62,0,0.08,4.57,2.46,2064,92,412,757,433,372,39,73.74,26.26,4.26,102278,41.06,45.01,48.47
"Hamburg 1","Hamburg",1877,89.98,3.41,0.05,0.21,0.37,0.05,3.78,2.34,1653,64,517,766,154,154,18.63,65.88,34.12,12.84,56524,39.68,42.3,46.7
"Hamburg 2","Hamburg",2009,91.54,1.05,0.95,0.05,0.05,1.29,1.89,3.38,1613,106,653,588,198,69,16.55,68.93,31.07,15.18,53677,43.29,47.43,50.64
"Hamburg 3","Hamburg",546,91.94,0.92,1.1,0.18,0.18,1.47,1.83,3.48,439,29,178,161,54,19,16.63,69.12,30.88,15.2,63276,41.14,46.72,49.77
"Hamburg 4","Hamburg",1210,86.12,1.24,0.08,3.72,0,0.5,1.32,7.44,1028,43,384,438,135,30,16.05,71.01,29.07,14.38,65171,41.68,45.5,49.72
"Hamburg 5","Hamburg",1967,86.02,1.22,0.05,3.71,0,0.41,1.32,7.47,1671,68,623,713,220,48,16.04,70.98,29.02,14.39,65776,43.25,48.45,49.89
"Hamburg 6","Hamburg",1072,88.34,2.43,0.09,1.68,0.28,0.19,2.8,4.48,930,37,314,417,102,62,17.53,68.08,32.02,13.53,65039,39.09,41.59,44.74
"Hamburg 7","Hamburg",1336,82.04,3.22,0.07,0.37,0,0.07,7.49,7.04,1128,103,390,377,199,60,22.96,70.64,29.43,9.96,71309,42.43,43.2,45.21
"Hamburg 8","Hamburg",1694,81.88,3.31,0.06,0.12,0,0.06,7.91,6.97,1430,135,491,469,257,79,23.5,70.54,29.46,9.62,70604,46.45,47.41,52.5
"Hamburg 9","Hamburg",941,92.24,2.02,0,0.74,0.32,0.64,1.91,2.44,775,23,213,293,147,100,31.87,78.4,21.7,6.91,66442,43.39,50.91,49.14
"Hamburg 10","Hamburg",1485,93.74,1.21,0,0.4,0.13,0,0.4,4.31,1238,74,441,400,200,126,26.25,84.8,15.27,6.53,66875,44.81,46.6,47.46
"Hamburg 11","Hamburg",1882,93.57,1.38,0.05,0.37,0.11,0.11,0.37,4.14,1576,94,536,533,255,160,26.33,81.06,19,7.12,66646,44.3,46.13,47.57
"Hamburg 12","Hamburg",1159,92.92,2.5,0.26,0.52,0,0.6,0.35,3.11,1007,61,235,442,166,105,26.91,54.92,45.16,11.3,81658,40.61,41.63,46.74
"Hamburg 13","Hamburg",2007,92.92,2.49,0.25,0.5,0,0.6,0.35,3.04,1745,105,407,765,287,182,26.88,54.97,45.08,11.26,80784,37.27,41.57,46.83
"Hamburg 14","Hamburg",682,92.67,1.76,0,0.88,0.29,0.88,1.47,2.49,553,15,147,198,118,76,35.08,81.09,18.91,5.57,72967,45.45,48.36,50.77
"Hamburg 15","Hamburg",2675,92.71,1.72,0,0.82,0.19,0.75,1.5,2.39,2167,58,577,775,463,297,35.03,81.08,18.92,5.5,74006,41.93,43.36,48.12
"Hamburg 16","Hamburg",2466,93.67,1.22,0.04,0.36,0.12,0.04,0.36,4.3,2055,122,730,665,331,208,26.23,84.68,15.32,6.53,72627,42.44,44.34,49.75
"Hamburg 17","Hamburg",742,92.99,2.56,0.27,0.54,0.13,0.67,0.4,3.1,644,39,151,282,106,68,27.02,55.26,44.88,11.32,72514,55.15,53.96,57.66
"Hamburg 18","Hamburg",528,96.02,0.19,0,0.19,0.19,0,2.27,1.52,399,23,97,147,84,51,33.58,76.57,23.62,5.68,85490,38.65,43.18,42.82
"Hamburg 19","Hamburg",705,93.9,1.56,0.28,0.14,0,0.28,2.84,1.56,574,35,120,226,119,76,33.8,73.88,26.27,5.96,81658,43.77,48.85,52.41
"Hamburg 20","Hamburg",592,92.91,1.69,0.51,0.17,0,0.17,4.73,0.34,480,31,82,181,115,74,39.38,85.66,14.51,2.36,81398,38.79,40.59,47.19
"Hamburg 21","Hamburg",1166,93.4,1.2,0,0.6,0.09,0.34,3.34,1.2,913,29,234,287,213,151,39.87,90.45,9.64,4.63,88337,43.39,42.23,49.3
"Hamburg 22","Hamburg",1373,92.72,1.75,0,0.87,0.22,0.8,1.53,2.4,1112,30,296,398,238,153,35.07,81.14,18.94,5.54,86283,43.87,42.77,47.28
"Hamburg 23","Hamburg",692,96.1,0.29,0,0.14,0.14,0.14,2.17,1.59,526,30,124,194,111,69,34.22,76.78,23.37,5.64,87520,37.28,40.47,46.72
"Hamburg 24","Hamburg",2717,94.7,0.59,0,0.29,0.04,0.04,3.5,1.03,2027,92,485,587,518,347,42.62,93.78,6.22,4.23,98990,38.41,41.61,46.37
"Hamburg 25","Hamburg",1616,94.37,0.93,0.25,0.5,0,0,2.78,1.3,1304,64,211,498,314,218,40.8,82.09,17.91,3.84,90097,52.18,52.68,56.91
"Hamburg 26","Hamburg",3089,96.05,0.26,0.03,0.19,0,0,2.04,1.55,2365,125,528,879,511,324,35.26,77.09,22.94,5.5,94633,33.69,34.92,39.8
"Hamburg 27","Hamburg",1336,95.36,0.52,0,1.05,0,0,0.9,2.32,1092,34,145,429,276,209,44.41,80.03,19.97,4.94,94797,47.4,49.52,52.26
"Hamburg 28","Hamburg",1236,95.39,0.49,0.08,1.05,0,0,0.89,2.27,1009,32,136,396,254,193,44.3,80.05,20.03,5.02,94633,43.27,45.57,50.56
"Hamburg 29","Hamburg",795,95.22,0.63,0.13,1.01,0,0,1.13,2.26,650,22,88,255,164,123,44.15,80.46,19.67,4.78,92737,49.02,55.16,59.46
"Hamburg 30","Hamburg",718,95.96,0.28,0.14,0.28,0,0,1.11,2.65,584,17,88,209,147,124,46.4,84.22,15.92,5.01,92737,54.44,52.74,61.64
"Hamburg 31","Hamburg",1252,96.33,0.08,0.08,0,0,0,0.96,2.8,1016,26,158,351,256,226,47.44,85.46,14.54,5.19,85397,50.67,52.8,58.55
"Hamburg 32","Hamburg",1033,95.93,0.19,0,0.39,0,0,0.97,2.61,840,24,124,305,212,178,46.31,83.5,16.5,5.13,91953,53.01,56.01,58.65
"Hamburg 33","Hamburg",1528,95.55,0.39,0.07,0.72,0,0,1.05,2.36,1246,38,175,472,314,249,45.1,81.9,18.17,4.91,90097,50.99,49.69,58.09
"Hamburg 34","Hamburg",2047,94.28,0.93,0.29,0.05,0,0.05,3.27,1.27,1661,81,272,604,405,301,42.44,85.59,14.46,3.42,87395,41.66,45.7,47.11
"Hamburg 35","Hamburg",1127,94.94,0.71,0,0.44,0,0,1.24,2.84,795,44,173,196,251,133,48.18,99.46,0.54,3.9,101264,45.4,47.42,51.67
"Hamburg 36","Hamburg",1151,93.92,0.7,0,0.43,0,0,4.95,0.09,874,32,217,241,220,167,44.28,98.51,1.57,3.82,120409,39.01,41.19,42.23
"Hamburg 37","Hamburg",793,94.07,0.76,0,0.38,0,0,5.04,0.13,603,22,150,166,152,115,44.28,98.48,1.52,3.91,103707,45.1,47.48,53.09
"Hamburg 38","Hamburg",1324,94.71,0.68,0,0.45,0,0,1.74,2.49,943,50,209,237,289,161,47.61,99.32,0.68,3.85,107665,37.73,37.11,43.13
"Hamburg 39","Hamburg",1931,95.08,0.62,0.05,0.41,0,0,1.4,2.64,1376,77,304,365,411,221,45.86,96.14,3.91,4.14,94866,35.74,39.79,42.39
"Hamburg 40","Hamburg",2572,95.22,0.58,0.12,0.23,0,0.04,2.53,1.36,2012,107,401,755,454,298,37.33,79.42,20.62,4.67,92823,42.99,43.34,49.02
"Hamburg 41","Hamburg",1722,92.97,1.57,0.52,0.06,0,0,4.76,0.35,1398,89,237,525,333,216,39.2,85.7,14.36,2.32,92737,36.97,38.35,44.59
"Holland 1","Holland",1811,96.8,0.88,0,0.06,0,0.06,2.04,0.28,1432,108,516,563,156,92,17.25,86.43,13.63,7.62,75735,28.09,29.44,31.65
"Holland 2","Holland",661,96.67,0.91,0,0,0,0.15,2.12,0.3,522,40,188,206,57,34,17.24,86.47,13.68,7.72,77061,33.84,37.03,38.88
"Holland 3","Holland",817,96.82,0.98,0,0.12,0,0.12,2.08,0.37,646,49,233,254,71,42,17.34,86.38,13.62,7.71,75218,25,22.11,28.37
"Lackawanna City 1-0","Lackawanna City",2386,40.7,45.47,0.5,0.04,0.04,0,5.74,7.67,1752,294,532,702,159,68,12.9,49.83,50.21,27.37,49671,NA,NA,NA
"Lackawanna City 1-1","Lackawanna City",411,40.88,45.5,0.73,0.24,0,0,5.84,7.79,302,51,92,121,28,12,12.91,49.88,50.12,27.49,37794,47.62,50.47,54.03
"Lackawanna City 1-2","Lackawanna City",508,40.75,45.47,0.59,0,0,0,5.71,7.68,373,63,114,150,34,15,12.87,49.8,50.2,27.36,44764,96.82,97.17,89.59
"Lackawanna City 1-3","Lackawanna City",163,41.1,45.4,0.61,0,0,0.61,6.13,7.98,120,20,37,48,11,5,13.33,49.69,50.31,27.61,39628,92,94.68,85.32
"Lackawanna City 1-4","Lackawanna City",222,40.99,45.5,0.9,0,0,0.45,5.86,7.66,163,28,50,66,15,7,12.88,50,50.45,27.48,39629,95.84,94.64,93.81
"Lackawanna City 1-5","Lackawanna City",2531,73.57,14.14,0.24,0.83,0,0.55,4.39,6.36,1993,292,761,646,232,64,14.8,55.97,44.07,31.02,40531,60.81,61.66,61.22
"Lackawanna City 2-1","Lackawanna City",722,79.92,9.83,0.14,0,0,0.83,3.19,6.65,585,75,230,193,72,18,15.21,57,43,35.04,43268,62.94,59.92,62.06
